trans_num,cc_num,merchant,category,amt,trans_date_trans_time,city,state,is_fraud
TXN-001186,5504001185,Merchant_shopping_pos_15,shopping_pos,2720.48,2024-03-31 22:34:00,Miami,FL,1
TXN-001187,1522001186,Merchant_food_dining_46,food_dining,370.71,2024-04-01 08:41:00,Los Angeles,CA,0
TXN-001188,2495001187,Merchant_misc_net_5,misc_net,639.61,2024-04-02 03:19:00,New York,NY,1
TXN-001189,8386001188,Merchant_entertainment_18,entertainment,22.37,2024-04-03 20:54:00,Charlotte,NC,0
TXN-001190,2821001189,Merchant_personal_care_18,personal_care,103.65,2024-04-04 16:42:00,Houston,TX,0
TXN-001191,8756001190,Merchant_misc_pos_26,misc_pos,332.22,2024-04-05 12:39:00,Atlanta,GA,0
TXN-001192,3137001191,Merchant_health_fitness_34,health_fitness,144.61,2024-04-06 10:55:00,Chicago,IL,0
TXN-001193,4112001192,Merchant_entertainment_18,entertainment,260.35,2024-04-07 09:25:00,New York,NY,0
TXN-001194,7734001193,Merchant_kids_pets_28,kids_pets,347.07,2024-04-08 10:14:00,Miami,FL,0
TXN-001195,9235001194,Merchant_home_8,home,20.48,2024-04-09 18:01:00,Los Angeles,CA,0
TXN-001196,1095001195,Merchant_misc_pos_33,misc_pos,204.0,2024-04-10 15:00:00,Columbus,OH,0
TXN-001197,8425001196,Merchant_gas_transport_27,gas_transport,219.84,2024-04-11 19:55:00,Miami,FL,0
TXN-001198,7235001197,Merchant_grocery_pos_17,grocery_pos,319.69,2024-04-12 16:24:00,Chicago,IL,0
TXN-001199,2818001198,Merchant_home_30,home,94.07,2024-04-13 19:20:00,New York,NY,0
TXN-001200,6391001199,Merchant_grocery_pos_1,grocery_pos,203.05,2024-04-14 17:36:00,Philadelphia,PA,0
TXN-001201,8088001200,Merchant_grocery_pos_25,grocery_pos,221.23,2024-04-15 17:58:00,Houston,TX,0
TXN-001202,6705001201,Merchant_shopping_net_46,shopping_net,2061.31,2024-04-16 02:34:00,Seattle,WA,1
TXN-001203,3941001202,Merchant_travel_23,travel,104.81,2024-04-17 19:58:00,Philadelphia,PA,0
TXN-001204,4715001203,Merchant_misc_net_18,misc_net,227.88,2024-04-18 11:17:00,Columbus,OH,0
TXN-001205,2841001204,Merchant_travel_32,travel,357.06,2024-04-19 09:29:00,Atlanta,GA,0
TXN-001206,1366001205,Merchant_shopping_net_5,shopping_net,239.95,2024-04-20 14:42:00,Philadelphia,PA,0
TXN-001207,6979001206,Merchant_shopping_pos_35,shopping_pos,388.82,2024-04-21 09:43:00,New York,NY,0
TXN-001208,5576001207,Merchant_health_fitness_37,health_fitness,318.71,2024-04-22 08:27:00,Charlotte,NC,0
TXN-001209,2844001208,Merchant_grocery_pos_13,grocery_pos,7740.6,2024-04-23 00:04:00,Seattle,WA,1
TXN-001210,3560001209,Merchant_health_fitness_1,health_fitness,120.1,2024-04-24 19:07:00,Chicago,IL,0
TXN-001211,7354001210,Merchant_kids_pets_31,kids_pets,308.15,2024-04-25 11:22:00,Houston,TX,0
TXN-001212,8076001211,Merchant_shopping_net_15,shopping_net,95.59,2024-04-26 19:34:00,Columbus,OH,0
TXN-001213,8369001212,Merchant_misc_net_32,misc_net,1014.08,2024-04-27 22:44:00,Charlotte,NC,1
TXN-001214,5939001213,Merchant_misc_pos_48,misc_pos,254.54,2024-04-28 11:11:00,Atlanta,GA,0
TXN-001215,5377001214,Merchant_shopping_pos_16,shopping_pos,12307.78,2024-04-29 00:48:00,Los Angeles,CA,1
TXN-001216,2208001215,Merchant_grocery_pos_4,grocery_pos,11296.5,2024-04-30 23:12:00,Chicago,IL,1
TXN-001217,5136001216,Merchant_food_dining_39,food_dining,137.54,2024-05-01 13:14:00,Columbus,OH,0
TXN-001218,9787001217,Merchant_home_31,home,61.52,2024-05-02 13:06:00,Miami,FL,0
TXN-001219,4360001218,Merchant_personal_care_33,personal_care,8.98,2024-05-03 08:04:00,Columbus,OH,0
TXN-001220,5798001219,Merchant_entertainment_43,entertainment,75.96,2024-05-04 16:11:00,Columbus,OH,0
TXN-001221,9858001220,Merchant_misc_net_29,misc_net,42.15,2024-05-05 17:51:00,Los Angeles,CA,0
TXN-001222,1996001221,Merchant_personal_care_26,personal_care,258.75,2024-05-06 12:54:00,Seattle,WA,0
TXN-001223,1947001222,Merchant_personal_care_39,personal_care,336.98,2024-05-07 17:03:00,New York,NY,0
TXN-001224,1107001223,Merchant_grocery_pos_18,grocery_pos,116.01,2024-05-08 09:40:00,Chicago,IL,0
TXN-001225,6467001224,Merchant_gas_transport_37,gas_transport,241.36,2024-05-09 20:58:00,Miami,FL,0
TXN-001226,8327001225,Merchant_travel_32,travel,333.65,2024-05-10 20:29:00,Philadelphia,PA,0
TXN-001227,3625001226,Merchant_personal_care_25,personal_care,137.27,2024-05-11 12:23:00,Philadelphia,PA,0
TXN-001228,2259001227,Merchant_grocery_pos_19,grocery_pos,150.96,2024-05-12 12:28:00,Chicago,IL,0
TXN-001229,3783001228,Merchant_shopping_net_36,shopping_net,181.47,2024-05-13 12:01:00,Seattle,WA,0
TXN-001230,5327001229,Merchant_entertainment_2,entertainment,152.5,2024-05-14 10:21:00,Atlanta,GA,0
TXN-001231,2824001230,Merchant_food_dining_24,food_dining,285.94,2024-05-15 17:33:00,Atlanta,GA,0
TXN-001232,2414001231,Merchant_misc_pos_18,misc_pos,125.0,2024-05-16 08:22:00,Atlanta,GA,0
TXN-001233,2629001232,Merchant_food_dining_27,food_dining,391.84,2024-05-17 13:16:00,Columbus,OH,0
TXN-001234,5582001233,Merchant_misc_pos_2,misc_pos,291.42,2024-05-18 12:04:00,Charlotte,NC,0
TXN-001235,9416001234,Merchant_misc_net_45,misc_net,68.87,2024-05-19 08:20:00,Philadelphia,PA,0
TXN-001236,8130001235,Merchant_home_24,home,255.86,2024-05-20 09:32:00,New York,NY,0
TXN-001237,2528001236,Merchant_grocery_pos_46,grocery_pos,291.41,2024-05-21 11:40:00,Chicago,IL,0
TXN-001238,9966001237,Merchant_entertainment_29,entertainment,128.17,2024-05-22 11:03:00,Chicago,IL,0
TXN-001239,2457001238,Merchant_shopping_net_42,shopping_net,744.27,2024-05-23 01:10:00,Seattle,WA,1
TXN-001240,6191001239,Merchant_food_dining_16,food_dining,261.93,2024-05-24 19:31:00,Seattle,WA,0
TXN-001241,1994001240,Merchant_gas_transport_33,gas_transport,291.77,2024-05-25 17:53:00,Columbus,OH,0
TXN-001242,9068001241,Merchant_misc_net_47,misc_net,377.05,2024-05-26 20:20:00,Chicago,IL,0
TXN-001243,5825001242,Merchant_grocery_pos_48,grocery_pos,211.5,2024-05-27 16:18:00,Houston,TX,0
TXN-001244,6613001243,Merchant_food_dining_18,food_dining,202.29,2024-05-28 08:20:00,Chicago,IL,0
TXN-001245,5241001244,Merchant_misc_pos_35,misc_pos,136.2,2024-05-29 16:40:00,Philadelphia,PA,0
TXN-001246,9658001245,Merchant_misc_net_2,misc_net,174.18,2024-05-30 16:56:00,Miami,FL,0
TXN-001247,1209001246,Merchant_home_16,home,5.5,2024-05-31 17:37:00,Los Angeles,CA,0
TXN-001248,8554001247,Merchant_misc_net_22,misc_net,167.99,2024-06-01 16:47:00,Charlotte,NC,0
TXN-001249,4492001248,Merchant_travel_38,travel,10.46,2024-06-02 10:52:00,New York,NY,0
TXN-001250,5356001249,Merchant_shopping_net_47,shopping_net,13312.98,2024-06-03 23:05:00,Atlanta,GA,1
TXN-001251,6149001250,Merchant_misc_pos_32,misc_pos,32.78,2024-06-04 18:16:00,Philadelphia,PA,0
TXN-001252,9639001251,Merchant_shopping_pos_9,shopping_pos,161.57,2024-06-05 20:16:00,Houston,TX,0
TXN-001253,5722001252,Merchant_grocery_pos_28,grocery_pos,46.73,2024-06-06 10:37:00,Miami,FL,0
TXN-001254,2522001253,Merchant_shopping_net_34,shopping_net,12102.32,2024-06-07 05:31:00,Houston,TX,1
TXN-001255,2574001254,Merchant_personal_care_1,personal_care,225.03,2024-06-08 17:33:00,New York,NY,0
TXN-001256,5638001255,Merchant_misc_pos_49,misc_pos,286.93,2024-06-09 17:22:00,New York,NY,0
TXN-001257,9614001256,Merchant_kids_pets_7,kids_pets,57.26,2024-06-10 10:03:00,New York,NY,0
TXN-001258,7272001257,Merchant_kids_pets_44,kids_pets,324.65,2024-06-11 16:32:00,Chicago,IL,0
TXN-001259,5472001258,Merchant_personal_care_33,personal_care,69.18,2024-06-12 18:09:00,Seattle,WA,0
TXN-001260,2349001259,Merchant_gas_transport_27,gas_transport,45.84,2024-06-13 16:10:00,Los Angeles,CA,0
TXN-001261,6943001260,Merchant_home_37,home,348.14,2024-06-14 16:17:00,Philadelphia,PA,0
TXN-001262,2255001261,Merchant_grocery_pos_20,grocery_pos,388.32,2024-06-15 08:56:00,Atlanta,GA,0
TXN-001263,7938001262,Merchant_home_21,home,390.11,2024-06-16 11:45:00,Los Angeles,CA,0
TXN-001264,6864001263,Merchant_gas_transport_5,gas_transport,323.61,2024-06-17 20:48:00,Philadelphia,PA,0
TXN-001265,9524001264,Merchant_shopping_net_24,shopping_net,134.12,2024-06-18 11:10:00,Los Angeles,CA,0
TXN-001266,4359001265,Merchant_misc_net_22,misc_net,147.0,2024-06-19 19:20:00,Seattle,WA,0
TXN-001267,8745001266,Merchant_food_dining_22,food_dining,133.82,2024-06-20 11:26:00,Chicago,IL,0
TXN-001268,9484001267,Merchant_gas_transport_7,gas_transport,177.24,2024-06-21 08:38:00,Seattle,WA,0
TXN-001269,3811001268,Merchant_misc_pos_1,misc_pos,182.93,2024-06-22 15:26:00,Charlotte,NC,0
TXN-001270,1814001269,Merchant_food_dining_3,food_dining,93.67,2024-06-23 08:19:00,Charlotte,NC,0
TXN-001271,3717001270,Merchant_misc_pos_15,misc_pos,69.59,2024-06-24 09:13:00,Houston,TX,0
TXN-001272,2114001271,Merchant_personal_care_14,personal_care,380.31,2024-06-25 08:39:00,Seattle,WA,0
TXN-001273,1959001272,Merchant_shopping_net_25,shopping_net,352.41,2024-06-26 12:45:00,Charlotte,NC,0
TXN-001274,6012001273,Merchant_misc_net_13,misc_net,338.69,2024-06-27 14:18:00,Columbus,OH,0
TXN-001275,7131001274,Merchant_health_fitness_34,health_fitness,295.53,2024-06-28 10:25:00,Philadelphia,PA,0
TXN-001276,1070001275,Merchant_entertainment_19,entertainment,23.29,2024-06-29 12:52:00,Chicago,IL,0
TXN-001277,2239001276,Merchant_shopping_pos_33,shopping_pos,132.02,2024-06-30 18:52:00,Houston,TX,0
TXN-001278,1076001277,Merchant_food_dining_5,food_dining,368.73,2024-07-01 14:45:00,Seattle,WA,0
TXN-001279,5284001278,Merchant_misc_net_39,misc_net,10301.51,2024-07-02 00:00:00,Philadelphia,PA,1
TXN-001280,4060001279,Merchant_home_22,home,22.41,2024-07-03 19:09:00,Charlotte,NC,0
TXN-001281,5388001280,Merchant_shopping_net_4,shopping_net,139.35,2024-07-04 12:17:00,Atlanta,GA,0
TXN-001282,7699001281,Merchant_gas_transport_7,gas_transport,130.56,2024-07-05 18:53:00,Columbus,OH,0
TXN-001283,4375001282,Merchant_misc_pos_25,misc_pos,226.49,2024-07-06 09:20:00,Seattle,WA,0
TXN-001284,9155001283,Merchant_misc_net_23,misc_net,765.1,2024-07-07 22:49:00,Miami,FL,1
TXN-001285,2320001284,Merchant_travel_20,travel,357.65,2024-07-08 18:08:00,Chicago,IL,0
TXN-001286,8985001285,Merchant_kids_pets_48,kids_pets,130.57,2024-07-09 14:49:00,Chicago,IL,0
TXN-001287,7179001286,Merchant_grocery_pos_20,grocery_pos,91.88,2024-07-10 10:43:00,Philadelphia,PA,0
TXN-001288,3412001287,Merchant_shopping_pos_30,shopping_pos,294.29,2024-07-11 09:27:00,Seattle,WA,0
TXN-001289,6485001288,Merchant_shopping_net_42,shopping_net,349.85,2024-07-12 16:18:00,Columbus,OH,0
TXN-001290,1401001289,Merchant_shopping_net_37,shopping_net,24.42,2024-07-13 10:22:00,Los Angeles,CA,0
TXN-001291,4133001290,Merchant_travel_17,travel,234.03,2024-07-14 09:58:00,Columbus,OH,0
TXN-001292,9536001291,Merchant_misc_pos_34,misc_pos,91.63,2024-07-15 11:06:00,Seattle,WA,0
TXN-001293,1004001292,Merchant_grocery_pos_18,grocery_pos,7336.42,2024-07-16 00:46:00,Charlotte,NC,1
TXN-001294,7141001293,Merchant_health_fitness_49,health_fitness,44.14,2024-07-17 19:25:00,Chicago,IL,0
TXN-001295,7923001294,Merchant_misc_net_12,misc_net,9945.12,2024-07-18 23:52:00,Chicago,IL,1
TXN-001296,7314001295,Merchant_shopping_net_6,shopping_net,198.04,2024-07-19 13:37:00,New York,NY,0
TXN-001297,2849001296,Merchant_kids_pets_49,kids_pets,207.06,2024-07-20 15:24:00,Philadelphia,PA,0
TXN-001298,4755001297,Merchant_shopping_pos_43,shopping_pos,634.62,2024-07-21 02:29:00,Columbus,OH,1
TXN-001299,7335001298,Merchant_entertainment_14,entertainment,228.18,2024-07-22 08:10:00,Philadelphia,PA,0
TXN-001300,1000001299,Merchant_health_fitness_14,health_fitness,278.94,2024-07-23 15:30:00,Los Angeles,CA,0
TXN-001301,8225001300,Merchant_home_13,home,280.89,2024-07-24 08:25:00,Houston,TX,0
TXN-001302,7365001301,Merchant_travel_37,travel,266.89,2024-07-25 17:48:00,Philadelphia,PA,0
TXN-001303,1666001302,Merchant_shopping_pos_22,shopping_pos,11201.12,2024-07-26 23:35:00,Los Angeles,CA,1
TXN-001304,7862001303,Merchant_shopping_net_21,shopping_net,8150.15,2024-07-27 00:53:00,Seattle,WA,1
TXN-001305,3243001304,Merchant_misc_net_31,misc_net,636.09,2024-07-28 02:40:00,Chicago,IL,1
TXN-001306,4234001305,Merchant_misc_net_35,misc_net,74.97,2024-07-29 18:30:00,Charlotte,NC,0
TXN-001307,1030001306,Merchant_misc_pos_13,misc_pos,123.31,2024-07-30 13:21:00,Philadelphia,PA,0
TXN-001308,3822001307,Merchant_shopping_pos_28,shopping_pos,138.37,2024-07-31 11:12:00,Philadelphia,PA,0
TXN-001309,4500001308,Merchant_gas_transport_40,gas_transport,23.71,2024-08-01 18:49:00,Houston,TX,0
TXN-001310,8111001309,Merchant_travel_6,travel,372.61,2024-08-02 08:02:00,Seattle,WA,0
TXN-001311,3841001310,Merchant_misc_net_21,misc_net,364.51,2024-08-03 20:52:00,Columbus,OH,0
TXN-001312,8993001311,Merchant_food_dining_13,food_dining,126.09,2024-08-04 16:05:00,Charlotte,NC,0
TXN-001313,9225001312,Merchant_shopping_pos_29,shopping_pos,153.48,2024-08-05 13:45:00,Los Angeles,CA,0
TXN-001314,1598001313,Merchant_misc_net_2,misc_net,386.73,2024-08-06 18:06:00,Charlotte,NC,0
TXN-001315,4818001314,Merchant_misc_pos_6,misc_pos,123.84,2024-08-07 11:46:00,Miami,FL,0
TXN-001316,8113001315,Merchant_misc_net_29,misc_net,120.13,2024-08-08 14:30:00,New York,NY,0
TXN-001317,8665001316,Merchant_grocery_pos_42,grocery_pos,280.12,2024-08-09 10:13:00,Atlanta,GA,0
TXN-001318,2690001317,Merchant_personal_care_15,personal_care,144.89,2024-08-10 15:25:00,Columbus,OH,0
TXN-001319,5221001318,Merchant_kids_pets_22,kids_pets,298.95,2024-08-11 09:07:00,New York,NY,0
TXN-001320,7041001319,Merchant_grocery_pos_12,grocery_pos,393.62,2024-08-12 08:37:00,Los Angeles,CA,0
TXN-001321,9597001320,Merchant_health_fitness_30,health_fitness,178.08,2024-08-13 18:41:00,Philadelphia,PA,0
TXN-001322,9012001321,Merchant_entertainment_10,entertainment,78.13,2024-08-14 10:19:00,Charlotte,NC,0
TXN-001323,2131001322,Merchant_travel_10,travel,202.11,2024-08-15 19:31:00,New York,NY,0
TXN-001324,8613001323,Merchant_grocery_pos_43,grocery_pos,302.89,2024-08-16 11:32:00,Charlotte,NC,0
TXN-001325,6990001324,Merchant_misc_pos_23,misc_pos,29.19,2024-08-17 12:25:00,Charlotte,NC,0
TXN-001326,6247001325,Merchant_personal_care_43,personal_care,172.49,2024-08-18 17:16:00,Charlotte,NC,0
TXN-001327,6156001326,Merchant_travel_20,travel,101.77,2024-08-19 20:12:00,Houston,TX,0
TXN-001328,8821001327,Merchant_gas_transport_22,gas_transport,221.9,2024-08-20 15:20:00,Seattle,WA,0
TXN-001329,2107001328,Merchant_misc_pos_11,misc_pos,205.62,2024-08-21 15:25:00,Charlotte,NC,0
TXN-001330,1239001329,Merchant_personal_care_22,personal_care,57.18,2024-08-22 17:03:00,Charlotte,NC,0
TXN-001331,9990001330,Merchant_grocery_pos_13,grocery_pos,231.12,2024-08-23 14:31:00,Atlanta,GA,0
TXN-001332,4117001331,Merchant_kids_pets_7,kids_pets,340.19,2024-08-24 17:21:00,New York,NY,0
TXN-001333,8264001332,Merchant_shopping_pos_38,shopping_pos,6552.13,2024-08-25 22:53:00,Los Angeles,CA,1
TXN-001334,2962001333,Merchant_shopping_pos_26,shopping_pos,485.31,2024-08-26 22:20:00,Houston,TX,1
TXN-001335,2738001334,Merchant_entertainment_23,entertainment,98.18,2024-08-27 08:22:00,Los Angeles,CA,0
TXN-001336,8605001335,Merchant_grocery_pos_35,grocery_pos,6123.87,2024-08-28 02:03:00,New York,NY,1
TXN-001337,2698001336,Merchant_entertainment_32,entertainment,8.01,2024-08-29 15:27:00,Los Angeles,CA,0
TXN-001338,9364001337,Merchant_misc_pos_2,misc_pos,243.65,2024-08-30 20:39:00,Columbus,OH,0
TXN-001339,9780001338,Merchant_grocery_pos_38,grocery_pos,11694.36,2024-08-31 02:27:00,Seattle,WA,1
TXN-001340,4523001339,Merchant_misc_net_48,misc_net,381.13,2024-09-01 08:02:00,Seattle,WA,0
TXN-001341,6081001340,Merchant_misc_pos_33,misc_pos,220.16,2024-09-02 18:01:00,Philadelphia,PA,0
TXN-001342,3375001341,Merchant_home_19,home,332.25,2024-09-03 12:26:00,Chicago,IL,0
TXN-001343,7681001342,Merchant_health_fitness_12,health_fitness,226.27,2024-09-04 14:50:00,Chicago,IL,0
TXN-001344,5367001343,Merchant_health_fitness_16,health_fitness,273.71,2024-09-05 14:44:00,Houston,TX,0
TXN-001345,7384001344,Merchant_food_dining_22,food_dining,271.29,2024-09-06 16:52:00,Chicago,IL,0
TXN-001346,2739001345,Merchant_home_39,home,218.59,2024-09-07 18:50:00,New York,NY,0
TXN-001347,8128001346,Merchant_shopping_pos_18,shopping_pos,214.22,2024-09-08 23:52:00,Seattle,WA,1
TXN-001348,9885001347,Merchant_kids_pets_32,kids_pets,201.73,2024-09-09 13:03:00,Charlotte,NC,0
TXN-001349,2002001348,Merchant_home_3,home,12.72,2024-09-10 11:32:00,Seattle,WA,0
TXN-001350,7981001349,Merchant_shopping_pos_37,shopping_pos,291.74,2024-09-11 11:52:00,Houston,TX,0
TXN-001351,5695001350,Merchant_gas_transport_28,gas_transport,105.74,2024-09-12 15:55:00,Atlanta,GA,0
TXN-001352,1196001351,Merchant_shopping_net_45,shopping_net,9407.31,2024-09-13 00:47:00,Philadelphia,PA,1
TXN-001353,3773001352,Merchant_home_6,home,306.55,2024-09-14 18:03:00,Chicago,IL,0
TXN-001354,2739001353,Merchant_misc_net_26,misc_net,2576.11,2024-09-15 23:55:00,Houston,TX,1
TXN-001355,6185001354,Merchant_grocery_pos_21,grocery_pos,373.75,2024-09-16 16:35:00,Columbus,OH,0
TXN-001356,1487001355,Merchant_shopping_net_21,shopping_net,6888.39,2024-09-17 22:11:00,New York,NY,1
TXN-001357,8243001356,Merchant_grocery_pos_29,grocery_pos,360.6,2024-09-18 13:41:00,Charlotte,NC,0
TXN-001358,5553001357,Merchant_entertainment_48,entertainment,65.37,2024-09-19 20:37:00,Miami,FL,0
TXN-001359,2808001358,Merchant_travel_5,travel,87.92,2024-09-20 15:07:00,Miami,FL,0
TXN-001360,6824001359,Merchant_health_fitness_24,health_fitness,270.38,2024-09-21 18:58:00,Columbus,OH,0
TXN-001361,1207001360,Merchant_home_8,home,205.17,2024-09-22 11:44:00,Los Angeles,CA,0
TXN-001362,9690001361,Merchant_shopping_pos_49,shopping_pos,4990.25,2024-09-23 01:35:00,Houston,TX,1
TXN-001363,7526001362,Merchant_shopping_net_48,shopping_net,63.38,2024-09-24 03:20:00,New York,NY,1
TXN-001364,4813001363,Merchant_travel_29,travel,79.19,2024-09-25 10:02:00,Miami,FL,0
TXN-001365,5370001364,Merchant_entertainment_23,entertainment,248.55,2024-09-26 11:25:00,Seattle,WA,0
TXN-001366,4832001365,Merchant_grocery_pos_45,grocery_pos,314.97,2024-09-27 09:24:00,New York,NY,0
TXN-001367,6636001366,Merchant_shopping_net_31,shopping_net,6.56,2024-09-28 15:48:00,Miami,FL,0
TXN-001368,3679001367,Merchant_gas_transport_26,gas_transport,200.28,2024-09-29 11:44:00,Columbus,OH,0
TXN-001369,9214001368,Merchant_misc_net_26,misc_net,96.18,2024-09-30 20:13:00,Charlotte,NC,0
TXN-001370,4428001369,Merchant_shopping_net_1,shopping_net,4908.05,2024-10-01 05:32:00,Los Angeles,CA,1
TXN-001371,5902001370,Merchant_misc_net_35,misc_net,249.42,2024-10-02 20:55:00,Atlanta,GA,0
TXN-001372,1754001371,Merchant_shopping_pos_12,shopping_pos,339.9,2024-10-03 08:54:00,Los Angeles,CA,0
TXN-001373,5281001372,Merchant_misc_pos_34,misc_pos,113.57,2024-10-04 08:31:00,Seattle,WA,0
TXN-001374,2778001373,Merchant_travel_6,travel,317.08,2024-10-05 19:17:00,Philadelphia,PA,0
TXN-001375,5743001374,Merchant_misc_net_21,misc_net,313.19,2024-10-06 12:50:00,Columbus,OH,0
TXN-001376,9758001375,Merchant_grocery_pos_35,grocery_pos,9576.07,2024-10-07 01:54:00,Houston,TX,1
TXN-001377,7344001376,Merchant_food_dining_37,food_dining,11.4,2024-10-08 16:32:00,Houston,TX,0
TXN-001378,2796001377,Merchant_shopping_net_16,shopping_net,6066.4,2024-10-09 02:55:00,Columbus,OH,1
TXN-001379,3122001378,Merchant_misc_pos_19,misc_pos,105.8,2024-10-10 14:46:00,Philadelphia,PA,0
TXN-001380,8513001379,Merchant_kids_pets_14,kids_pets,308.1,2024-10-11 15:39:00,Houston,TX,0
TXN-001381,5355001380,Merchant_misc_pos_22,misc_pos,31.39,2024-10-12 13:28:00,Los Angeles,CA,0
TXN-001382,9064001381,Merchant_shopping_net_9,shopping_net,82.81,2024-10-13 13:52:00,Chicago,IL,0
TXN-001383,8160001382,Merchant_shopping_pos_42,shopping_pos,25.44,2024-10-14 20:23:00,Atlanta,GA,0
TXN-001384,6715001383,Merchant_entertainment_7,entertainment,108.27,2024-10-15 16:51:00,Chicago,IL,0
TXN-001385,6726001384,Merchant_grocery_pos_48,grocery_pos,795.12,2024-10-16 01:14:00,Charlotte,NC,1
TXN-001386,4948001385,Merchant_grocery_pos_40,grocery_pos,14276.28,2024-10-17 02:38:00,Philadelphia,PA,1
TXN-001387,4097001386,Merchant_grocery_pos_12,grocery_pos,348.18,2024-10-18 19:18:00,Columbus,OH,0
TXN-001388,7940001387,Merchant_misc_pos_9,misc_pos,265.9,2024-10-19 17:35:00,Los Angeles,CA,0
TXN-001389,2539001388,Merchant_shopping_net_39,shopping_net,25.63,2024-10-20 12:53:00,Philadelphia,PA,0
TXN-001390,7803001389,Merchant_grocery_pos_17,grocery_pos,311.16,2024-10-21 16:30:00,Columbus,OH,0
TXN-001391,1155001390,Merchant_misc_net_27,misc_net,38.48,2024-10-22 15:20:00,Miami,FL,0
TXN-001392,8043001391,Merchant_grocery_pos_11,grocery_pos,222.0,2024-10-23 18:24:00,Seattle,WA,0
TXN-001393,9271001392,Merchant_entertainment_23,entertainment,165.93,2024-10-24 10:28:00,Philadelphia,PA,0
TXN-001394,6880001393,Merchant_gas_transport_13,gas_transport,29.3,2024-10-25 10:20:00,Charlotte,NC,0
TXN-001395,9157001394,Merchant_kids_pets_31,kids_pets,381.05,2024-10-26 15:16:00,Seattle,WA,0
TXN-001396,5323001395,Merchant_shopping_pos_16,shopping_pos,12.57,2024-10-27 17:43:00,Los Angeles,CA,0
TXN-001397,9658001396,Merchant_food_dining_45,food_dining,176.29,2024-10-28 19:42:00,Atlanta,GA,0
TXN-001398,5582001397,Merchant_personal_care_7,personal_care,48.24,2024-10-29 16:40:00,Atlanta,GA,0
TXN-001399,4101001398,Merchant_personal_care_20,personal_care,30.82,2024-10-30 17:48:00,Los Angeles,CA,0
TXN-001400,4134001399,Merchant_travel_9,travel,67.04,2024-10-31 17:56:00,Philadelphia,PA,0
TXN-001401,5666001400,Merchant_misc_net_20,misc_net,311.34,2024-11-01 16:04:00,Houston,TX,0
TXN-001402,5260001401,Merchant_food_dining_40,food_dining,370.51,2024-11-02 20:14:00,Philadelphia,PA,0
TXN-001403,3188001402,Merchant_travel_41,travel,310.31,2024-11-03 10:39:00,Seattle,WA,0
TXN-001404,4546001403,Merchant_kids_pets_8,kids_pets,236.92,2024-11-04 18:03:00,Miami,FL,0
TXN-001405,9321001404,Merchant_personal_care_10,personal_care,215.46,2024-11-05 15:39:00,Los Angeles,CA,0
TXN-001406,1282001405,Merchant_personal_care_8,personal_care,371.62,2024-11-06 10:05:00,Los Angeles,CA,0
TXN-001407,1657001406,Merchant_grocery_pos_46,grocery_pos,6213.76,2024-11-07 04:32:00,Columbus,OH,1
TXN-001408,4025001407,Merchant_personal_care_47,personal_care,337.93,2024-11-08 18:26:00,Miami,FL,0
TXN-001409,2728001408,Merchant_misc_pos_34,misc_pos,324.74,2024-11-09 14:42:00,Philadelphia,PA,0
TXN-001410,2569001409,Merchant_grocery_pos_36,grocery_pos,175.1,2024-11-10 16:49:00,Houston,TX,0
TXN-001411,9408001410,Merchant_gas_transport_23,gas_transport,133.25,2024-11-11 18:15:00,Charlotte,NC,0
TXN-001412,4809001411,Merchant_grocery_pos_20,grocery_pos,208.23,2024-11-12 15:36:00,Charlotte,NC,0
TXN-001413,7962001412,Merchant_misc_net_20,misc_net,10323.76,2024-11-13 03:24:00,New York,NY,1
TXN-001414,1781001413,Merchant_food_dining_11,food_dining,108.27,2024-11-14 13:43:00,Atlanta,GA,0
TXN-001415,5223001414,Merchant_misc_net_9,misc_net,7883.74,2024-11-15 04:45:00,Charlotte,NC,1
TXN-001416,6477001415,Merchant_home_7,home,275.14,2024-11-16 13:08:00,Miami,FL,0
TXN-001417,6161001416,Merchant_home_30,home,59.87,2024-11-17 20:56:00,Los Angeles,CA,0
TXN-001418,6546001417,Merchant_personal_care_49,personal_care,324.13,2024-11-18 08:27:00,Philadelphia,PA,0
TXN-001419,3049001418,Merchant_shopping_pos_15,shopping_pos,7097.54,2024-11-19 03:50:00,Chicago,IL,1
TXN-001420,9079001419,Merchant_kids_pets_11,kids_pets,32.98,2024-11-20 14:14:00,Los Angeles,CA,0
TXN-001421,8123001420,Merchant_grocery_pos_41,grocery_pos,13180.15,2024-11-21 23:21:00,Philadelphia,PA,1
TXN-001422,4359001421,Merchant_gas_transport_47,gas_transport,51.86,2024-11-22 13:29:00,Atlanta,GA,0
TXN-001423,7910001422,Merchant_travel_30,travel,379.89,2024-11-23 20:57:00,Los Angeles,CA,0
TXN-001424,8917001423,Merchant_grocery_pos_6,grocery_pos,81.81,2024-11-24 10:10:00,Houston,TX,0
TXN-001425,4403001424,Merchant_entertainment_12,entertainment,235.73,2024-11-25 09:02:00,Los Angeles,CA,0
TXN-001426,9635001425,Merchant_home_1,home,272.57,2024-11-26 11:27:00,Charlotte,NC,0
TXN-001427,4965001426,Merchant_misc_net_30,misc_net,197.03,2024-11-27 18:41:00,Los Angeles,CA,0
TXN-001428,5469001427,Merchant_personal_care_9,personal_care,233.35,2024-11-28 19:58:00,Columbus,OH,0
